label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
hand_raise,0.12198746204376221,0.9965643882751465,3.8149539705045754e-07,0.18051359057426453,0.961876392364502,-0.035899240523576736,0.218163400888443,0.8845269083976746,-0.049186695367097855,0.23573793470859528,0.8051395416259766,-0.058588624000549316,0.2595020532608032,0.7497949004173279,-0.06789924204349518,0.17348575592041016,0.7732075452804565,-0.030747169628739357,0.18291130661964417,0.6750048398971558,-0.051038723438978195,0.18436133861541748,0.6125041246414185,-0.06770475953817368,0.18226686120033264,0.5584492683410645,-0.08036307245492935,0.12892769277095795,0.7659526467323303,-0.026456531137228012,0.11559467762708664,0.6632029414176941,-0.045977454632520676,0.1028716117143631,0.5989806056022644,-0.0629785880446434,0.09078726172447205,0.545433759689331,-0.0750044658780098,0.09040616452693939,0.779789388179779,-0.025815408676862717,0.07430755347013474,0.6886320114135742,-0.04546743631362915,0.06549357622861862,0.6318251490592957,-0.058111771941185,0.05825808644294739,0.5818800926208496,-0.06642403453588486,0.056609489023685455,0.8108185529708862,-0.028406411409378052,0.04345860332250595,0.7406002283096313,-0.04728725552558899,0.038854338228702545,0.69668048620224,-0.05552123486995697,0.03717895597219467,0.656210720539093,-0.059885840862989426
hand_raise,0.12433131784200668,0.9763028025627136,5.046288720222947e-07,0.18144753575325012,0.9306939840316772,-0.02893730066716671,0.22084422409534454,0.848401665687561,-0.03880027309060097,0.24174702167510986,0.7693140506744385,-0.04637737572193146,0.2676657438278198,0.7164474725723267,-0.0532500259578228,0.1781831979751587,0.7388437986373901,-0.016614794731140137,0.19083672761917114,0.6439827680587769,-0.034060169011354446,0.1932680904865265,0.5827796459197998,-0.04973805695772171,0.19319841265678406,0.528648316860199,-0.06160176545381546,0.13736112415790558,0.7300947904586792,-0.015127514488995075,0.1302223950624466,0.628898561000824,-0.03136064112186432,0.12156485766172409,0.5647332072257996,-0.04652440920472145,0.11311504989862442,0.5083193778991699,-0.057004280388355255,0.10188111662864685,0.7428726553916931,-0.017374463379383087,0.09160558879375458,0.655025839805603,-0.03414265066385269,0.08607286214828491,0.5993856191635132,-0.043881017714738846,0.08142857253551483,0.5495059490203857,-0.049934886395931244,0.06855867058038712,0.7732370495796204,-0.02271263487637043,0.05861467868089676,0.707697868347168,-0.037480905652046204,0.05757825821638107,0.6669896841049194,-0.04156327247619629,0.058811455965042114,0.6280878186225891,-0.042909886687994
hand_raise,0.1503053456544876,0.9136906266212463,4.856667032981932e-07,0.2024890035390854,0.8561445474624634,-0.026672981679439545,0.2367948740720749,0.779208242893219,-0.03236470744013786,0.2566257119178772,0.7037895321846008,-0.037001099437475204,0.2818983495235443,0.6493936777114868,-0.040447432547807693,0.20880572497844696,0.6791046261787415,0.005972192157059908,0.22201216220855713,0.594946026802063,-0.0050591290928423405,0.22615280747413635,0.5427960157394409,-0.018949219956994057,0.22901910543441772,0.4955834150314331,-0.029489191249012947,0.17624403536319733,0.6715402007102966,0.00977539923042059,0.17780964076519012,0.58082115650177,0.0013222742127254605,0.17506583034992218,0.5257205963134766,-0.012908651493489742,0.17313411831855774,0.47596701979637146,-0.02365090139210224,0.14538638293743134,0.6817976236343384,0.00841379165649414,0.14523945748806,0.6020020842552185,-0.0022525328677147627,0.14657531678676605,0.556308925151825,-0.011570888571441174,0.1507534384727478,0.5155473351478577,-0.017961125820875168,0.1131354421377182,0.7055580019950867,0.0035423284862190485,0.10958071053028107,0.6455131769180298,-0.005764992441982031,0.11645455658435822,0.613018274307251,-0.008593435399234295,0.12736102938652039,0.5825478434562683,-0.00973240751773119
hand_raise,0.1595766395330429,0.9033812284469604,3.701705963976565e-07,0.21293067932128906,0.8509098291397095,-0.023945093154907227,0.24615022540092468,0.7753759026527405,-0.028794914484024048,0.26408421993255615,0.7008417248725891,-0.03293629735708237,0.2909529209136963,0.6519538760185242,-0.03571467846632004,0.21687889099121094,0.6753553152084351,0.007847351022064686,0.23128485679626465,0.5966356992721558,-0.0020891516469419003,0.23711581528186798,0.5481514930725098,-0.015183717012405396,0.24193482100963593,0.5044898986816406,-0.025508685037493706,0.18531686067581177,0.6684917211532593,0.01019411999732256,0.18844713270664215,0.5815597772598267,0.0020540643017739058,0.18744677305221558,0.5276988744735718,-0.010621519759297371,0.1860991269350052,0.4811701774597168,-0.02001013793051243,0.15607115626335144,0.6788715124130249,0.007588868960738182,0.15531408786773682,0.6023933291435242,-0.0028381224256008863,0.15821094810962677,0.5564666986465454,-0.010717607103288174,0.16184858977794647,0.5168696641921997,-0.015801995992660522,0.12629106640815735,0.7027620077133179,0.001656588283367455,0.12392771244049072,0.6447352170944214,-0.007810237351804972,0.13058185577392578,0.6109104752540588,-0.010209114290773869,0.13914629817008972,0.5807743072509766,-0.010888777673244476
hand_raise,0.2135894000530243,0.8692062497138977,3.464930102836661e-07,0.26885974407196045,0.8229809999465942,-0.018954269587993622,0.30430978536605835,0.7521353363990784,-0.02244863472878933,0.3268680274486542,0.6849932670593262,-0.026664698496460915,0.35591357946395874,0.6394450068473816,-0.02999785915017128,0.2807612121105194,0.6577757596969604,0.008237185887992382,0.29912567138671875,0.5865401029586792,-0.0018745546694844961,0.30709922313690186,0.5424083471298218,-0.014516511932015419,0.3135702610015869,0.5023479461669922,-0.02462616376578808,0.2500542104244232,0.6459043622016907,0.0077910893596708775,0.2578720450401306,0.5653673410415649,-0.000466272234916687,0.2617548406124115,0.517193078994751,-0.012369750067591667,0.26492953300476074,0.47306621074676514,-0.02173646166920662,0.2207847237586975,0.6505915522575378,0.002767900936305523,0.2257763296365738,0.5777837038040161,-0.008239700458943844,0.23148851096630096,0.5380173921585083,-0.016044843941926956,0.23807737231254578,0.5026246309280396,-0.021537285298109055,0.19030947983264923,0.6687986254692078,-0.0051227714866399765,0.1920740157365799,0.6125719547271729,-0.01460814755409956,0.20008252561092377,0.5841165781021118,-0.016764618456363678,0.20954760909080505,0.5586678981781006,-0.0178499985486269
hand_raise,0.25112107396125793,0.8183324933052063,4.981457095709629e-07,0.307888925075531,0.7730263471603394,-0.021273205056786537,0.3468455970287323,0.7060335874557495,-0.022142495959997177,0.3753754794597626,0.6406175494194031,-0.022694578394293785,0.4044983386993408,0.5975061655044556,-0.021823257207870483,0.32615411281585693,0.613648533821106,0.017852216958999634,0.35052305459976196,0.5460600852966309,0.014602799899876118,0.3625769019126892,0.5039758086204529,0.005684927571564913,0.37239721417427063,0.46611523628234863,-0.0014589248457923532,0.2955491542816162,0.6011377573013306,0.021929489448666573,0.30740007758140564,0.5232412815093994,0.022485001012682915,0.31178873777389526,0.47733938694000244,0.014890062622725964,0.31474587321281433,0.4372725784778595,0.00881151296198368,0.26532846689224243,0.6053574681282043,0.020716333761811256,0.2735152840614319,0.5363690853118896,0.01796155609190464,0.27902427315711975,0.497496098279953,0.012809802778065205,0.2854463756084442,0.4629666805267334,0.008769301697611809,0.23369646072387695,0.6208690404891968,0.016080712899565697,0.23644347488880157,0.569625198841095,0.012894254177808762,0.2455664575099945,0.5461701154708862,0.013429852202534676,0.2579677104949951,0.5266200304031372,0.014436780475080013
hand_raise,0.251982182264328,0.802893877029419,4.623069003173441e-07,0.3101837933063507,0.7620790600776672,-0.023329736664891243,0.3499189615249634,0.6970617175102234,-0.02457648515701294,0.3773888051509857,0.6324480175971985,-0.024572353810071945,0.40576857328414917,0.5894930958747864,-0.022731976583600044,0.3280777335166931,0.6085275411605835,0.014570794999599457,0.35234829783439636,0.5383042097091675,0.012429216876626015,0.3636115491390228,0.4957326054573059,0.005056133959442377,0.3724897801876068,0.4582234025001526,-0.0012160459300503135,0.2973543405532837,0.5963321328163147,0.02019108459353447,0.3072679042816162,0.5170128345489502,0.021095160394906998,0.31192001700401306,0.46660497784614563,0.014515320770442486,0.3149718940258026,0.42590832710266113,0.009028303436934948,0.26706787943840027,0.6006509065628052,0.02048056572675705,0.27252745628356934,0.5302916169166565,0.017181485891342163,0.278346985578537,0.49186253547668457,0.012009684927761555,0.28463050723075867,0.4597432613372803,0.008264129981398582,0.23553000390529633,0.6142780184745789,0.017375532537698746,0.2373887002468109,0.5658307075500488,0.01265109982341528,0.24475020170211792,0.5409048199653625,0.011258256621658802,0.25480079650878906,0.5195363759994507,0.010973396711051464
hand_raise,0.23048946261405945,0.7988508343696594,4.227471208650968e-07,0.2870720326900482,0.7598758935928345,-0.025326969102025032,0.32710105180740356,0.6932371854782104,-0.028419839218258858,0.35542628169059753,0.6287621259689331,-0.029775889590382576,0.3817325830459595,0.5852658152580261,-0.02968491241335869,0.3067265450954437,0.606783926486969,0.006642993539571762,0.3295339047908783,0.5355814099311829,0.0012024784227833152,0.33904147148132324,0.4919458031654358,-0.008415507152676582,0.3467605412006378,0.45226213335990906,-0.01645459234714508,0.27370330691337585,0.5939459204673767,0.012100261636078358,0.2825315594673157,0.5160566568374634,0.009293479844927788,0.28556931018829346,0.4666087031364441,-0.00011219713633181527,0.28850412368774414,0.4247082471847534,-0.007687864359468222,0.24213430285453796,0.5988922715187073,0.01273656077682972,0.24690663814544678,0.5298429727554321,0.007117981091141701,0.2512984573841095,0.491158664226532,0.0010025929659605026,0.256981760263443,0.45796239376068115,-0.003579978132620454,0.21077899634838104,0.6152451634407043,0.009922686964273453,0.2129257470369339,0.567165195941925,0.003514765063300729,0.21909064054489136,0.5413638949394226,0.0016148515278473496,0.22761347889900208,0.5193975567817688,0.0009969798848032951
hand_raise,0.22305527329444885,0.8018166422843933,4.462997935661406e-07,0.280889093875885,0.7635112404823303,-0.027648642659187317,0.31845489144325256,0.6977843642234802,-0.03174804896116257,0.34309688210487366,0.6279399394989014,-0.03361034765839577,0.3717088997364044,0.5820086598396301,-0.03391807898879051,0.2963429391384125,0.6074802875518799,0.005413897335529327,0.3193269968032837,0.5356807708740234,-9.367301390739158e-05,0.3298494517803192,0.49123871326446533,-0.009486923925578594,0.33852431178092957,0.4515916109085083,-0.01745838299393654,0.2633286714553833,0.5952479839324951,0.011959639377892017,0.2718779742717743,0.5159222483634949,0.0091803427785635,0.27493956685066223,0.4658931493759155,5.0783841288648546e-05,0.277834951877594,0.42415791749954224,-0.0074725584127008915,0.23216472566127777,0.6011456251144409,0.013350116088986397,0.23598116636276245,0.5317175388336182,0.00598925119265914,0.2397317886352539,0.49272990226745605,-0.0017054787604138255,0.24535608291625977,0.45968592166900635,-0.007165595889091492,0.20010364055633545,0.6178684234619141,0.011336169205605984,0.20191851258277893,0.5692391991615295,0.0026256947312504053,0.20849815011024475,0.544177234172821,-0.0011830567382276058,0.21801257133483887,0.5224868059158325,-0.003145625116303563
hand_raise,0.19648054242134094,0.8371686935424805,4.865061100645107e-07,0.24780021607875824,0.7924752235412598,-0.03794359415769577,0.2837000787258148,0.7218193411827087,-0.04401428624987602,0.310350239276886,0.6524173617362976,-0.04560556262731552,0.3380596339702606,0.6005903482437134,-0.044885892421007156,0.26620718836784363,0.631859302520752,0.007097064517438412,0.2872138023376465,0.5537748336791992,0.006658272352069616,0.2952415347099304,0.5072120428085327,-0.0008408720605075359,0.30067166686058044,0.46541285514831543,-0.008254767395555973,0.232612743973732,0.6212987303733826,0.01983846165239811,0.2364196628332138,0.5397647619247437,0.02276630513370037,0.23618073761463165,0.4867646098136902,0.013957980088889599,0.23567728698253632,0.44392770528793335,0.00584444310516119,0.1998116374015808,0.6286724805831909,0.02612731046974659,0.20027676224708557,0.5579157471656799,0.024284878745675087,0.20292486250400543,0.5169201493263245,0.014826236292719841,0.2071400284767151,0.47935086488723755,0.006833903957158327,0.16892316937446594,0.6482762098312378,0.027771055698394775,0.16679388284683228,0.6005567312240601,0.02206701599061489,0.1699848473072052,0.574863612651825,0.01661599427461624,0.17665816843509674,0.5493594408035278,0.01265240553766489
